year,issue_d_time,final_d_time,emp_length_int,home_ownership,income_category,annual_inc,income_cat,loan_amount,term,purpose,interest_payments,loan_condition_cat,interest_rate,grade,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
2011,884,1187,10.0,MORTGAGE,Low,55000,1,6500,36months,credit_card,Low,0,7.49,A,20.2,6973,6500.0,0,202.17,cannught
2013,92,31,4.0,MORTGAGE,Medium,130000,2,25000,60months,debt_consolidation,High,0,17.76,D,17.29,16546,8220.88,0,631.58,leinster
2011,1037,1187,7.0,MORTGAGE,Low,78000,1,25000,60months,renewable_energy,High,1,18.25,F,18.52,11601,4923.23,976,559.74,leinster
2008,2010,1645,8.0,RENT,Low,22004,1,2000,36months,medical,Low,0,10.39,B,8.13,2336,2000.0,0,64.91,Northern-Irl
2013,92,214,9.0,RENT,Low,25000,1,8050,36months,debt_consolidation,High,0,20.2,D,33.89,1024221232,8050.0,0,299.99,ulster
2008,2161,1826,2.0,RENT,Medium,117000,2,10000,36months,other,Low,0,8.0,A,0.0,11274,10000.0,0,313.37,Northern-Irl
2013,31,184,4.0,MORTGAGE,Low,44000,1,6000,36months,debt_consolidation,High,0,13.98,C,6.25,7080000000,6000.0,0,205.01,ulster
2013,31,0,4.0,MORTGAGE,Low,49000,1,8400,36months,home_improvement,High,0,14.47,C,12.73,6936,5189.21,0,289.02,cannught
2011,1065,275,3.0,MORTGAGE,Low,76000,1,18000,60months,debt_consolidation,High,0,20.48,G,24.69,28400000000,18000.0,0,481.72,cannught
2013,92,518,1.0,RENT,Low,78853,1,35000,60months,debt_consolidation,High,1,24.5,F,32.82,13800,2951.91,4659,1017.07,ulster
2013,153,306,3.0,RENT,Low,62467,1,18425,36months,debt_consolidation,Low,0,10.64,B,25.66,20900000000,18425.0,0,600.08,Northern-Irl
2013,153,334,6.05,OWN,Low,39000,1,10000,60months,debt_consolidation,High,0,17.56,D,26.77,12400000000,10000.0,0,251.55,leinster
2013,31,0,10.0,MORTGAGE,Low,80000,1,23400,60months,debt_consolidation,High,0,17.76,D,18.45,14777,7341.46,0,591.16,leinster
2013,31,457,0.5,RENT,Low,50000,1,7000,36months,credit_card,Low,0,6.62,A,24.8,73400000000,7000.0,0,214.93,cannught
2013,92,457,0.5,RENT,Low,62000,1,12000,36months,major_purchase,High,0,17.76,D,10.95,13800000000,12000.0,0,432.39,ulster
2013,153,0,8.0,MORTGAGE,Low,34000,1,10500,36months,debt_consolidation,High,0,14.33,C,26.26,10449,8087.92,0,360.56,munster
2011,792,0,6.0,MORTGAGE,Low,78500,1,24000,60months,debt_consolidation,High,0,20.89,F,6.76,32331,18075.3,0,647.8,ulster
2013,122,0,1.0,MORTGAGE,Low,36000,1,16000,36months,debt_consolidation,High,0,17.56,D,12.99,16098,11689.61,0,574.92,leinster
2013,122,122,2.0,MORTGAGE,Low,70000,1,16000,36months,debt_consolidation,High,0,15.61,C,19.97,19600000000,16000.0,0,559.44,Northern-Irl
2013,61,0,2.0,MORTGAGE,Low,62000,1,10000,36months,home_improvement,Low,0,11.99,B,13.63,8634,6854.47,0,332.1,Northern-Irl
2011,915,761,7.0,RENT,Low,74000,1,8000,36months,moving,High,0,15.62,D,2.59,9943,8000.0,0,279.76,Northern-Irl
2013,31,31,9.0,OWN,Low,90000,1,15000,60months,debt_consolidation,Low,0,11.99,B,11.57,8006,4955.21,0,333.6,cannught
2013,92,245,7.0,RENT,Low,92000,1,10000,36months,debt_consolidation,High,0,14.3,C,8.53,11771,10000.0,0,343.24,Northern-Irl
2013,61,0,10.0,RENT,Medium,110000,2,12800,60months,debt_consolidation,High,0,19.2,D,16.91,8669,4104.33,0,333.45,ulster
2013,31,518,10.0,RENT,Low,67000,1,7800,36months,debt_consolidation,High,0,14.47,C,25.26,8492144468,7800.0,0,268.37,Northern-Irl
2010,1188,1156,3.0,MORTGAGE,Low,94000,1,15000,36months,debt_consolidation,Low,0,6.54,A,9.47,16369,14999.99,0,460.01,leinster
2013,61,0,6.0,MORTGAGE,Low,72000,1,12600,60months,debt_consolidation,High,0,16.2,C,16.1,8001,4253.39,0,307.75,leinster
2013,31,0,10.0,OWN,Low,72524,1,30000,60months,credit_card,High,0,14.47,C,16.96,16929,9498.32,0,705.38,leinster
2013,31,31,3.0,RENT,Low,50000,1,25000,60months,debt_consolidation,High,0,16.24,C,30.33,14668,7675.32,0,611.15,leinster
2013,92,0,1.0,OWN,Low,50000,1,9875,36months,debt_consolidation,High,0,18.55,D,12.36,9713,6874.13,0,359.74,ulster
2013,61,0,10.0,MORTGAGE,Low,100000,1,14000,36months,debt_consolidation,High,0,15.1,C,19.72,12634,9459.22,0,486.01,ulster
2011,945,549,3.0,MORTGAGE,Low,76200,1,3200,36months,credit_card,Low,0,8.49,A,13.39,3632381954,3200.0,0,101.01,leinster
2013,61,122,0.5,RENT,Low,53000,1,13750,36months,debt_consolidation,Low,1,11.99,B,27.92,10046,7811.96,0,456.64,Northern-Irl
2009,1492,1309,6.0,OWN,Low,55000,1,9000,36months,debt_consolidation,Low,0,12.87,C,4.43,10809,9000.0,0,302.7,leinster
2011,1065,699,9.0,RENT,Medium,125000,2,20000,36months,debt_consolidation,Low,0,11.11,B,19.96,23597,20000.0,0,655.82,ulster
2011,1065,1217,0.5,RENT,Low,32000,1,6000,36months,debt_consolidation,Low,0,11.11,B,3.6,6788,6000.0,0,196.75,ulster
2013,31,0,6.0,OWN,Low,35000,1,10000,36months,credit_card,Low,0,7.9,A,13.79,7510,6401.22,0,312.91,Northern-Irl
2011,823,1309,2.0,RENT,Low,24000,1,12000,36months,debt_consolidation,Low,0,6.62,A,12.8,12482,12000.0,0,368.45,ulster
2013,61,0,6.0,MORTGAGE,Low,66000,1,9100,36months,credit_card,Low,0,7.9,A,17.82,7402,6352.3,0,284.75,munster
2013,61,0,10.0,MORTGAGE,Low,50000,1,20000,60months,credit_card,High,0,16.2,C,19.9,12700,6751.05,0,488.49,ulster
2009,1553,1522,1.0,RENT,Low,50000,1,1500,36months,vacation,High,0,14.26,C,24.43,1807,1500.0,0,51.46,ulster
2013,122,0,6.0,MORTGAGE,Low,75000,1,10000,36months,home_improvement,Low,0,7.9,A,16.3,8759,7567.57,0,312.91,cannught
2010,1127,761,3.0,RENT,Low,28000,1,3000,36months,other,Low,0,6.91,A,7.8,3330,3000.0,0,92.51,cannught
2013,122,579,10.0,OWN,Low,64520,1,8000,36months,credit_card,High,0,14.3,C,13.54,8754,8000.0,0,274.59,Northern-Irl
2010,1310,1614,0.5,MORTGAGE,Low,56000,1,6000,36months,wedding,Low,0,13.23,C,7.18,6549,6000.0,0,202.83,Northern-Irl
2010,1430,1461,0.5,MORTGAGE,Low,50000,1,6250,36months,other,Low,0,7.88,A,0.26,6907,6250.0,0,195.51,Northern-Irl
2013,31,122,10.0,MORTGAGE,Low,57000,1,5100,36months,debt_consolidation,High,1,16.24,C,23.43,3778,2672.43,0,179.91,leinster
2013,92,306,7.0,OWN,Low,47000,1,3500,36months,major_purchase,Low,0,7.62,A,12.49,3800417696,3500.0,0,109.07,cannught
2013,31,0,3.0,RENT,Low,45000,1,6000,36months,credit_card,Low,0,12.99,B,16.53,5053,3914.27,0,202.14,ulster
2013,153,0,5.0,RENT,Low,58000,1,2000,60months,other,High,0,25.89,G,16.01,1733,659.86,0,59.76,munster
2013,31,671,2.0,RENT,Low,44221,1,13000,36months,credit_card,Low,0,7.9,A,9.38,1325026103,13000.0,0,406.78,leinster
2011,1096,852,8.0,RENT,Low,49232,1,8500,36months,credit_card,Low,0,6.54,A,15.72,9369,8500.0,0,260.68,munster
2013,153,61,4.0,RENT,Low,42639,1,14000,36months,debt_consolidation,High,0,14.33,C,18.18,17098,14000.0,0,480.74,cannught
2011,884,610,3.0,RENT,Medium,175000,2,12000,36months,wedding,Low,0,10.59,B,18.13,1402044112,12000.0,0,390.54,ulster
2010,1218,1156,10.0,MORTGAGE,Low,100000,1,10000,60months,small_business,Low,1,11.49,B,4.37,5496,3477.43,15,219.88,Northern-Irl
2010,1218,822,1.0,RENT,Low,95000,1,10000,36months,other,Low,0,10.38,B,3.97,11680,10000.0,0,324.46,leinster
2010,1157,1340,3.0,MORTGAGE,Medium,185000,2,20000,60months,home_improvement,Low,0,6.91,A,4.44,13656,12575.0,0,248.47,ulster
2011,823,699,2.0,RENT,Low,42000,1,6500,36months,wedding,High,0,13.49,C,13.43,7851555698,6500.0,0,220.55,cannught
2010,1127,245,2.0,RENT,Low,41000,1,19000,60months,debt_consolidation,High,1,18.54,F,10.04,25868,15768.34,33,488.08,cannught
2013,92,365,8.0,MORTGAGE,Low,60000,1,6100,36months,debt_consolidation,Low,0,11.99,B,22.52,6870000000,6100.0,0,202.58,leinster
2013,31,0,10.0,MORTGAGE,Medium,111000,2,23000,60months,credit_card,High,0,16.24,C,16.99,14056,7407.84,0,562.26,leinster
2011,1065,457,10.0,MORTGAGE,Medium,139000,2,8000,60months,credit_card,Low,1,12.68,C,18.78,8191,5178.85,396,180.72,Northern-Irl
2010,1461,1156,6.0,OWN,Medium,157500,2,25000,36months,debt_consolidation,Low,0,12.87,C,16.42,30241,24999.99,0,840.83,leinster
2009,1675,1309,5.0,RENT,Low,54000,1,5000,36months,small_business,Low,0,12.21,B,12.84,5995,5000.0,0,166.58,ulster
2013,92,122,0.5,MORTGAGE,Low,55980,1,23525,60months,debt_consolidation,Low,1,11.99,B,14.73,11243,6782.94,0,523.19,ulster
2013,122,457,4.0,MORTGAGE,Medium,120000,2,8500,36months,debt_consolidation,Low,0,10.64,B,12.04,9299693855,8500.0,0,276.84,munster
2013,31,334,7.0,OWN,Low,30000,1,9750,36months,debt_consolidation,High,0,14.47,C,30.96,11140,9749.99,0,335.47,ulster
2013,61,0,10.0,MORTGAGE,Medium,125000,2,20000,36months,debt_consolidation,High,0,13.67,B,27.87,17689,13604.29,0,680.36,munster
2013,31,153,6.0,MORTGAGE,Low,60000,1,15000,60months,debt_consolidation,High,0,17.1,C,13.24,1896424033,15000.0,0,373.6,leinster
2011,945,0,2.0,RENT,Low,42000,1,12325,60months,house,Low,1,11.49,B,17.03,12325,0.0,12325,271.0,Northern-Irl
2013,31,610,1.0,RENT,Low,100000,1,10000,36months,debt_consolidation,High,1,13.98,C,12.44,1366,916.02,0,341.68,leinster
2013,122,0,8.0,RENT,Low,54000,1,10000,60months,debt_consolidation,High,0,23.5,F,7.76,7974,3276.12,0,284.79,Northern-Irl
2013,122,396,1.0,RENT,Low,70000,1,12000,36months,debt_consolidation,High,0,17.76,D,11.62,14138,12000.0,0,432.39,ulster
2013,61,275,9.0,MORTGAGE,Low,78000,1,32000,36months,debt_consolidation,High,0,14.3,C,26.26,3740258641,32000.0,0,1098.36,cannught
2011,792,699,0.5,RENT,Low,46000,1,2400,36months,vacation,Low,0,9.91,B,18.78,2749,2400.0,0,77.34,leinster
2013,92,334,10.0,MORTGAGE,Low,65000,1,6625,36months,debt_consolidation,High,0,17.1,C,4.1,7880000000,6625.0,0,236.53,leinster
2009,1675,1401,0.5,RENT,Low,44064,1,9500,36months,major_purchase,Low,0,11.26,B,19.04,11210,9500.0,0,312.21,cannught
2010,1157,1187,10.0,MORTGAGE,Low,65000,1,15000,60months,other,Low,0,6.91,A,11.22,10333,9300.0,0,183.76,leinster
2013,122,0,3.0,MORTGAGE,Low,82000,1,10000,36months,debt_consolidation,Low,0,7.62,A,17.77,8414,7282.67,0,311.62,Northern-Irl
2013,31,122,1.0,RENT,Low,74000,1,24575,60months,debt_consolidation,High,0,24.5,F,25.12,3343800982,24575.0,0,714.13,leinster
2013,31,31,2.0,RENT,Low,30000,1,4000,36months,credit_card,High,1,14.47,C,17.16,3165,2332.03,0,137.63,leinster
2010,1310,914,2.0,RENT,Low,30996,1,8000,36months,debt_consolidation,Low,0,11.49,B,14.6,9492,8000.0,0,263.78,cannught
2010,1249,852,4.0,MORTGAGE,Low,60000,1,12000,36months,debt_consolidation,High,0,15.58,D,11.5,15092,12000.0,0,419.41,munster
2013,153,334,10.0,RENT,Low,43000,1,12000,36months,debt_consolidation,Low,1,10.64,B,25.0,8174,5519.2,1147,390.83,Northern-Irl
2013,92,153,7.0,MORTGAGE,Low,52000,1,8000,36months,debt_consolidation,High,1,14.3,C,31.04,6038,4473.97,0,274.59,ulster
2011,792,914,3.0,MORTGAGE,Low,50000,1,6000,36months,debt_consolidation,High,0,13.49,C,12.48,7035,6000.0,0,203.59,Northern-Irl
2013,92,518,2.0,MORTGAGE,Medium,131248,2,25000,36months,debt_consolidation,Low,0,7.62,A,8.06,26300000000,25000.0,0,779.04,ulster
2013,31,396,10.0,MORTGAGE,Low,75000,1,21000,36months,credit_card,Low,0,6.03,A,15.32,219737007,21000.0,0,639.15,ulster
2008,2161,1795,0.5,OWN,Low,22500,1,2050,36months,debt_consolidation,High,0,14.5,E,27.73,2540,2050.0,0,70.57,ulster
2011,945,791,8.0,MORTGAGE,Medium,180000,2,35000,60months,credit_card,High,0,17.99,E,12.01,29873,22100.0,0,561.08,munster
2011,1096,31,9.0,RENT,Low,46880,1,10000,60months,debt_consolidation,High,0,18.62,F,8.63,15155,9732.16,0,257.32,leinster
2013,61,275,6.05,MORTGAGE,Low,25000,1,3500,36months,debt_consolidation,High,0,20.2,D,13.35,4350220907,3500.0,0,130.43,cannught
2013,153,761,8.0,MORTGAGE,Medium,103000,2,10000,36months,debt_consolidation,High,0,13.68,C,21.39,10440,10000.0,0,340.23,cannught
2011,823,1522,10.0,MORTGAGE,Low,100000,1,7600,36months,car,Low,0,6.03,A,11.22,7639,7600.0,0,231.32,cannught
2011,976,0,6.0,RENT,Medium,138257,2,18000,60months,moving,Low,0,12.99,C,26.9,22861,16364.21,0,409.47,ulster
2013,153,245,10.0,MORTGAGE,Medium,130000,2,28000,36months,debt_consolidation,Low,1,12.35,B,25.9,19628,15069.73,0,934.69,leinster
2008,2132,1370,3.0,RENT,Low,67800,1,18000,36months,debt_consolidation,Low,0,10.08,B,11.01,21404,18000.0,0,581.49,ulster
2013,31,92,2.0,RENT,Low,28000,1,9325,36months,credit_card,High,0,20.2,D,33.76,11971,9325.0,0,347.51,ulster
2013,92,0,10.0,RENT,Low,63000,1,11000,60months,debt_consolidation,High,0,15.61,C,17.96,7161,3920.69,0,265.23,leinster
2008,2132,1706,6.0,RENT,Low,64000,1,9600,36months,debt_consolidation,High,0,15.45,E,21.6,12063,9600.0,0,334.91,ulster
2013,31,275,10.0,MORTGAGE,Medium,125000,2,32000,36months,debt_consolidation,Low,1,9.67,B,14.01,19773,13086.85,3334,1027.6,leinster
2008,2010,1645,10.0,MORTGAGE,Low,30792,1,5000,36months,home_improvement,Low,0,8.32,A,10.13,5667,5000.0,0,157.43,Northern-Irl
2011,1065,1340,1.0,RENT,Low,89904,1,10000,36months,debt_consolidation,Low,0,10.0,B,8.06,11031,10000.0,0,322.68,Northern-Irl
2013,31,0,10.0,RENT,Medium,125000,2,30000,60months,debt_consolidation,High,0,17.76,D,18.1,18947,9412.98,0,757.9,ulster
2013,92,245,10.0,MORTGAGE,Low,80000,1,13000,36months,debt_consolidation,Low,0,7.62,A,5.51,1419815851,13000.0,0,405.1,ulster
2013,92,518,10.0,MORTGAGE,Low,56000,1,13250,60months,debt_consolidation,High,1,25.83,G,21.09,5702,1213.75,1752,395.38,ulster
2013,31,518,8.0,MORTGAGE,Medium,135000,2,15000,36months,car,Low,0,9.67,B,20.94,15680,15000.0,0,481.69,Northern-Irl
2010,1341,1370,5.0,MORTGAGE,Low,78000,1,19000,36months,other,High,1,19.04,F,21.05,15372,8659.26,1425,696.89,leinster
2013,61,0,2.0,MORTGAGE,Medium,145500,2,19550,36months,debt_consolidation,Low,0,6.03,A,11.04,15470,13760.57,0,595.02,munster
2013,31,0,10.0,MORTGAGE,Medium,142000,2,28000,60months,debt_consolidation,High,0,17.57,D,8.6,16907,8396.8,0,704.49,Northern-Irl
2013,31,0,10.0,RENT,Low,55000,1,8575,36months,debt_consolidation,High,0,20.5,E,3.47,8021,5381.87,0,320.87,Northern-Irl
2013,122,122,5.0,RENT,Low,38000,1,6200,36months,debt_consolidation,High,1,13.67,B,23.18,4996,3579.65,0,210.91,Northern-Irl
2013,122,306,7.0,RENT,Low,45000,1,12375,36months,credit_card,High,0,17.56,D,10.69,1496009243,12375.0,0,444.66,ulster
2010,1280,883,7.0,OWN,Low,60000,1,12000,36months,debt_consolidation,Low,0,7.51,A,8.3,13435,12000.0,0,373.33,Northern-Irl
2011,1096,1126,3.0,MORTGAGE,Medium,105000,2,25000,36months,debt_consolidation,Low,0,12.23,C,17.79,29254,25000.01,0,833.11,ulster
2013,31,0,10.0,RENT,Low,28646,1,10000,60months,debt_consolidation,High,0,14.47,C,19.1,5876,3317.78,0,235.13,Northern-Irl
2011,884,0,10.0,RENT,Low,40000,1,24000,60months,other,Low,0,11.99,B,12.36,27727,19898.43,0,533.75,Northern-Irl
2013,153,822,10.0,OWN,Medium,119000,2,13200,60months,debt_consolidation,High,0,14.33,C,14.7,13513,13200.0,0,309.41,ulster
2013,122,306,10.0,MORTGAGE,Low,97000,1,12000,36months,debt_consolidation,Low,0,12.35,B,17.9,1378082966,12000.0,0,400.59,leinster
2013,31,61,0.5,RENT,Low,25000,1,9000,36months,debt_consolidation,High,1,15.61,C,23.48,6923,4996.18,0,314.69,Northern-Irl
2013,61,0,10.0,RENT,Low,95000,1,16000,60months,debt_consolidation,High,0,15.61,C,21.37,10030,5454.44,0,385.79,leinster
2011,915,1461,7.0,MORTGAGE,Low,90000,1,15000,36months,home_improvement,Low,0,8.49,A,11.0,10501,10100.0,0,318.79,ulster
2009,1522,1156,10.0,RENT,Low,33600,1,11000,36months,debt_consolidation,High,0,15.65,D,11.36,13850,11000.0,0,384.85,ulster
2010,1310,426,3.0,MORTGAGE,Medium,110313,2,18000,60months,debt_consolidation,Low,0,10.99,B,18.6,1515088502,11625.0,0,252.7,cannught
2013,31,275,10.0,RENT,Low,60000,1,20000,60months,credit_card,High,1,20.5,E,25.95,11103,3281.09,3073,535.46,ulster
2011,976,1461,10.0,MORTGAGE,Medium,140000,2,8000,36months,moving,Low,0,6.99,A,8.28,8301,8000.0,0,246.99,leinster
2013,153,640,3.0,MORTGAGE,Low,69792,1,16800,36months,debt_consolidation,High,0,15.88,C,16.21,18439,16800.0,0,589.65,ulster
2009,1645,1918,1.0,RENT,Low,47000,1,8000,36months,debt_consolidation,Low,0,12.84,C,14.17,8867,8000.0,0,268.95,munster
2013,92,730,6.0,RENT,Low,75000,1,16000,36months,debt_consolidation,High,1,17.1,C,14.48,1714,1044.49,0,571.25,ulster
2013,31,31,4.0,MORTGAGE,Low,65000,1,23325,60months,small_business,High,0,25.8,G,11.02,16695,6014.87,0,695.61,ulster
2013,122,334,10.0,RENT,Low,90000,1,5000,36months,other,Low,0,11.99,B,13.66,5687,5000.0,0,166.05,Northern-Irl
2011,823,0,3.0,OWN,Low,50000,1,25000,60months,debt_consolidation,High,0,13.49,C,19.97,28706,19560.99,0,575.12,ulster
2013,92,0,10.0,MORTGAGE,Low,70000,1,24800,60months,debt_consolidation,Low,0,9.25,A,25.99,13981,9763.23,0,517.83,leinster
2013,61,610,10.0,MORTGAGE,Low,65000,1,7500,36months,home_improvement,Low,0,11.99,B,20.07,7920000000,7500.0,0,249.08,Northern-Irl
2013,92,0,9.0,RENT,Low,38000,1,3000,36months,other,High,0,15.61,C,7.8,2832,2114.56,0,104.9,Northern-Irl
2008,2192,1826,3.0,RENT,Low,37000,1,5500,36months,car,Low,0,9.2,B,16.74,6319,5500.0,0,175.42,ulster
2013,122,0,3.0,RENT,Low,20000,1,5600,36months,debt_consolidation,Low,0,8.9,A,9.36,4979,4223.85,0,177.82,ulster
2013,61,31,10.0,MORTGAGE,Low,64740,1,28625,60months,credit_card,High,0,16.2,C,30.77,17479,9225.68,0,699.15,munster
2013,92,0,10.0,MORTGAGE,Low,95000,1,25000,36months,debt_consolidation,Low,0,7.62,A,21.21,21034,18206.39,0,779.04,leinster
2011,915,671,7.0,MORTGAGE,Low,64800,1,5600,36months,car,Low,0,10.99,B,15.02,6578703185,5600.0,0,183.32,Northern-Irl
2013,61,549,1.0,MORTGAGE,Low,52000,1,5000,36months,credit_card,High,0,14.3,C,33.43,5438328502,5000.0,0,171.62,leinster
2013,92,426,2.0,MORTGAGE,Medium,195000,2,28000,60months,home_improvement,High,0,21.7,E,10.85,3418654357,28000.0,0,768.57,Northern-Irl
2013,31,0,0.5,OWN,Low,30000,1,9000,36months,credit_card,High,0,15.61,C,16.64,8867,6817.97,0,314.69,munster
2013,153,0,0.5,MORTGAGE,Medium,110000,2,17000,36months,debt_consolidation,Low,0,10.64,B,9.5,16062,13253.45,0,553.67,Northern-Irl
2013,153,0,2.0,RENT,Low,75000,1,4000,36months,debt_consolidation,High,0,13.68,C,28.27,3810,2964.95,0,136.09,Northern-Irl
2013,153,518,4.0,MORTGAGE,Low,85000,1,11000,36months,home_improvement,Low,0,11.55,B,9.28,12000000000,11000.0,0,363.0,munster
2011,884,487,3.0,MORTGAGE,Low,60000,1,2000,36months,home_improvement,Low,0,7.49,A,9.4,2238222753,2000.0,0,62.21,Northern-Irl
2010,1402,1979,2.0,MORTGAGE,Low,63000,1,10000,36months,debt_consolidation,High,1,14.96,D,11.5,2131,1133.45,404,346.47,leinster
2013,92,0,5.0,MORTGAGE,Low,50000,1,9325,36months,debt_consolidation,High,0,13.67,B,28.13,8565,6626.04,0,317.22,leinster
2009,1492,1370,8.0,OWN,Medium,102000,2,24250,36months,debt_consolidation,Low,0,11.83,B,3.0,28501,24250.0,0,803.5,Northern-Irl
2013,31,31,3.0,MORTGAGE,High,201000,3,25000,36months,debt_consolidation,High,0,18.25,D,7.35,21766,15119.7,0,906.95,Northern-Irl
2011,853,1095,3.0,RENT,Low,90000,1,14000,60months,other,High,0,20.99,F,20.29,17606,14000.0,0,378.67,ulster
2008,2192,1795,10.0,MORTGAGE,Low,50000,1,4000,36months,home_improvement,Low,0,10.78,C,15.5,4699,4000.0,0,130.54,leinster
2011,1037,1736,0.5,MORTGAGE,Medium,145596,2,4700,36months,medical,Low,0,6.92,A,5.36,4728,4700.0,0,144.96,munster
2009,1522,2040,0.5,RENT,Low,45000,1,3250,36months,other,Low,1,8.94,A,6.13,759,481.26,126,103.26,munster
2011,1006,1217,7.0,OWN,Medium,104000,2,25000,60months,credit_card,High,0,19.36,F,14.7,31252,25000.01,0,653.48,cannught
2010,1371,1156,1.0,RENT,Low,48645,1,12000,36months,debt_consolidation,Low,0,10.25,B,13.64,13913,12000.0,0,388.62,leinster
2013,92,0,6.05,MORTGAGE,Medium,120000,2,35000,36months,home_improvement,High,0,15.61,C,2.26,31818,23594.25,0,1223.77,Northern-Irl
2013,122,31,10.0,MORTGAGE,Low,54500,1,20000,60months,credit_card,High,0,15.88,C,9.31,13097,7097.65,0,485.09,leinster
2011,915,1401,10.0,MORTGAGE,Low,60785,1,10625,36months,debt_consolidation,High,0,13.99,C,20.18,11432,10625.0,0,363.09,Northern-Irl
2013,92,275,6.05,RENT,Low,60000,1,15000,36months,credit_card,Low,1,11.99,B,10.86,11242,7902.62,1275,498.15,cannught
2013,61,31,10.0,MORTGAGE,Medium,108000,2,4500,36months,debt_consolidation,High,0,14.3,C,31.33,3860,2915.77,0,154.46,ulster
2013,61,245,2.0,RENT,Low,55000,1,7500,36months,debt_consolidation,Low,0,12.99,B,14.88,8700,7500.0,0,252.67,cannught
2011,1065,730,0.5,MORTGAGE,Medium,110000,2,10575,60months,debt_consolidation,High,0,21.22,G,14.5,15693,10575.0,0,287.4,leinster
2013,92,0,2.0,MORTGAGE,Low,74000,1,10000,36months,credit_card,Low,0,11.99,B,13.28,8967,7155.18,0,332.1,cannught
2013,61,31,2.0,OWN,Low,56000,1,24575,60months,debt_consolidation,High,0,20.2,D,8.08,16345,7388.4,0,653.83,leinster
2010,1461,1036,1.0,RENT,Low,33000,1,5000,36months,major_purchase,Low,0,10.25,B,1.42,5827,5000.0,0,161.93,munster
2013,153,0,1.0,RENT,Low,75000,1,18000,36months,debt_consolidation,Low,0,12.35,B,30.88,17422,13959.63,0,600.88,leinster
2011,1006,640,3.0,RENT,Low,52000,1,5200,36months,debt_consolidation,High,0,13.43,C,9.51,6342835817,5200.0,0,176.29,ulster
2013,61,640,0.5,RENT,Low,25000,1,6400,36months,debt_consolidation,Low,0,11.99,B,15.79,67000000000,6400.0,0,212.55,cannught
2011,853,761,0.5,RENT,Low,75000,1,18500,36months,debt_consolidation,Low,0,7.49,A,5.3,20554,18500.0,0,575.39,cannught
2010,1218,1187,3.0,MORTGAGE,Low,80000,1,3000,36months,small_business,High,1,16.32,D,10.14,2706,1921.02,62,105.95,Northern-Irl
2011,945,457,6.05,MORTGAGE,Low,82000,1,23275,60months,vacation,High,1,17.99,E,24.82,17327,9532.39,27,444.29,leinster
2013,61,31,10.0,RENT,Low,80000,1,20000,60months,debt_consolidation,Low,0,11.99,B,16.2,11115,6915.03,0,444.79,Northern-Irl
2011,945,1005,3.0,MORTGAGE,Low,93000,1,2000,36months,vacation,High,0,15.23,C,21.24,2403,2000.0,0,69.56,leinster
2011,792,671,2.0,RENT,Low,60000,1,25000,60months,debt_consolidation,Low,0,10.65,B,10.38,3001982777,25000.0,0,539.21,ulster
2011,1065,1005,4.0,RENT,Low,50000,1,6000,36months,medical,Low,0,5.79,A,7.1,6473,6000.0,0,181.97,Northern-Irl
2013,122,31,0.5,OWN,Low,42000,1,18250,60months,debt_consolidation,High,0,15.1,C,20.89,23450,18249.98,0,435.13,munster
2009,1645,1279,2.0,MORTGAGE,High,265000,3,25000,36months,home_improvement,Low,0,11.26,B,5.53,29572,25000.0,0,821.59,Northern-Irl
2009,1645,2191,1.0,RENT,Low,39000,1,10000,36months,credit_card,High,0,14.42,D,11.91,10573,10000.0,0,343.83,leinster
2013,31,0,7.0,RENT,Low,75000,1,9600,36months,debt_consolidation,High,0,17.76,D,10.46,8648,6112.25,0,345.91,Northern-Irl
2013,31,0,4.0,RENT,Low,85000,1,12000,36months,credit_card,Low,0,10.99,B,6.3,9826,7905.4,0,392.81,leinster
2013,61,0,10.0,MORTGAGE,Low,90000,1,15050,36months,home_improvement,High,0,21.0,E,3.56,14175,9420.73,0,567.01,leinster
2013,92,457,10.0,MORTGAGE,Low,98000,1,11000,36months,credit_card,Low,0,11.99,B,32.1,121446913,11000.0,0,365.31,leinster
2011,884,975,10.0,MORTGAGE,Low,92000,1,20675,60months,credit_card,Low,0,10.99,B,14.95,24116,20675.0,0,449.43,ulster
2013,122,245,0.5,MORTGAGE,Low,90000,1,16000,36months,debt_consolidation,Low,0,13.05,B,13.45,1872333333,16000.0,0,539.49,cannught
2011,884,1005,0.5,RENT,Low,73000,1,6825,36months,debt_consolidation,Low,0,10.99,B,14.56,7724,6825.0,0,223.41,leinster
2013,31,31,6.0,MORTGAGE,Low,32495,1,10000,60months,debt_consolidation,High,0,17.57,D,8.64,6036,2997.84,0,251.61,leinster
2011,1037,1187,0.5,MORTGAGE,Medium,115000,2,35000,60months,credit_card,High,1,16.4,E,6.47,23819,16017.6,19,858.59,ulster
2013,122,0,6.05,RENT,Low,75000,1,10000,36months,other,High,0,22.7,E,21.39,10427,6846.1,0,385.54,Northern-Irl
2013,31,518,6.05,MORTGAGE,Low,60000,1,18250,60months,credit_card,High,1,21.48,E,30.69,5929,1270.51,2439,498.67,leinster
2013,122,0,7.0,RENT,Medium,120000,2,7500,36months,car,Low,0,6.03,A,4.15,6391,5714.04,0,228.27,leinster
2013,122,640,10.0,MORTGAGE,Medium,110000,2,16000,60months,debt_consolidation,High,1,17.1,C,11.68,2788,1245.05,0,398.51,munster
